<<<<<<< HEAD
Site,CowTagID,SeepCode,Seep_Reef,Tide,Day_Night,Date,Salinity_In_Field,SamplingTime,TempInLab,mV,Salinity_In_Lab,TA,TrisCalDate
Nordhoff,16,,High,Noon,10/30/23,37,12:00:00,27.33,-81.7,,,2371.142376,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
Nordhoff,17,,High,Noon,10/30/23,37.1,12:00:00,27.45,-81.4,,,2375.50151,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
Nordhoff,18,,High,Noon,10/30/23,37.1,12:00:00,27.5,-81.8,,,2368.825335,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
Nordhoff,19,,High,Noon,10/30/23,37.1,12:00:00,27.51,-81.8,,,2368.276145,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
Nordhoff,20,,High,Noon,10/30/23,37.1,12:00:00,27.33,-82,,,2371.803255,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
Nordhoff,21,,High,Noon,10/30/23,37.1,12:00:00,27.37,-82,,,2369.965392,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
Nordhoff,22,,High,Noon,10/30/23,37.1,12:00:00,27.57,-81.8,,,2372.929446,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
Nordhoff,23,,High,Noon,10/30/23,37.1,12:00:00,27.57,-82,,,2368.016027,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
Nordhoff,24,,High,Noon,10/30/23,37.1,12:00:00,27.5,-82.2,,,2369.040912,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
La Source,1,,Low,Dusk,10/30/23,37.1,17:30:00,26.534,-80.7,,,,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
La Source,2,,Low,Dusk,10/30/23,37,17:30:00,26.6,-80.6,,,,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
La Source,3,,Low,Dusk,10/30/23,37.1,17:30:00,26.55,-80.8,,,,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
La Source,4,,Low,Dusk,10/30/23,37,17:30:00,26.36,-81,,,,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
La Source,5,g,Low,Dusk,10/30/23,32.9,17:30:00,26.55,-79.4,,,,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
La Source,6,,Low,Dusk,10/30/23,37,17:30:00,26.48,-79.9,,,,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
La Source,7,,Low,Dusk,10/30/23,37,17:30:00,26.44,-80.5,,,,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
La Source,8,,Low,Dusk,10/30/23,37,17:30:00,26.38,-80.9,,,,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
La Source,9,,Low,Dusk,10/30/23,37,17:30:00,26.48,-80.4,,,,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
La Source,10,,Low,Dusk,10/30/23,37,17:30:00,26.51,-81.1,,,,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
La Source,11,,Low,Dusk,10/30/23,37,17:30:00,26.33,-81.1,,,,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
La Source,12,,Low,Dusk,10/30/23,37,17:30:00,26.6,-81.8,,,,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
La Source,5,h,Low,Dusk,10/30/23,27.3,17:30:00,26.21,-76.8,,,,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
La Source,5,i,Low,Dusk,10/30/23,31.5,17:30:00,26.32,-78.5,,,,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
Nordhoff,13,,Low,Dusk,10/30/23,37.1,18:00:00,26.24,-80.2,,,,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
Nordhoff,14,,Low,Dusk,10/30/23,37.1,18:00:00,26.19,-80.5,,,2369.13719,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
Nordhoff,15,,Low,Dusk,10/30/23,37.1,18:00:00,26.17,-80.7,,,2420.78003,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
Nordhoff,16,,Low,Dusk,10/30/23,37,18:00:00,26.184,-80.6,,,2357.39655,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
Nordhoff,17,,Low,Dusk,10/30/23,37,18:00:00,26.2,-80.7,,,2361.29712,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
Nordhoff,18,,Low,Dusk,10/30/23,37.1,18:00:00,25.99,-80.6,,,2363.42532,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
Nordhoff,19,,Low,Dusk,10/30/23,37,18:00:00,25.99,-81,,,2367.32233,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
Nordhoff,20,,Low,Dusk,10/30/23,37,18:00:00,26.12,-80.6,,,2364.66461,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
Nordhoff,21,,Low,Dusk,10/30/23,37,18:00:00,26,-80.7,,,2376.36503,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
Nordhoff,22,,Low,Dusk,10/30/23,37,18:00:00,26.26,-81,,,2366.64323,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
Nordhoff,23,,Low,Dusk,10/30/23,37,18:00:00,26.14,-80.5,,,2370.13384,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
Nordhoff,24,,Low,Dusk,10/30/23,37,18:00:00,26.17,-80.7,,,2366.50502,###############################################################################################################################################################################################################################################################,,,###############################################################################################################################################################################################################################################################
>>>>>>> d4bfc2e51371ac1023223dcf0fbe36c96038e15d
